LocNameHeb,LocalityCode,EstbYr,DistrictCode,DistrictHeb,SubDistrictCode,SubDistrictHeb,NatRegCode,NatRegHeb,MetrCode,MetrHeb,TypeLocCode,TypeLocHeb,MuniCode,MuniHeb,pop_hun,religion,ReligionHeb,religion_pcnt,age0_17_pcnt,age18_64_pcnt,age65_pcnt,m_age0_17_pcnt,m_age18_64_pcnt,m_age65_pcnt,w_age0_17_pcnt,w_age18_64_pcnt,w_age65_pcnt,DependencyRatio,age_median,m_age_median,w_age_median,married_pcnt,notmarried_pcnt,m_married_pcnt,m_notmarried_pcnt,w_married_pcnt,w_notmarried_pcnt,j_isr_pcnt,j_abr_pcnt,aliya1960_pcnt,aliya61_89_pcnt,aliya90_01_pcnt,aliya2002_pcnt,israel_pcnt,asia_pcnt,africa_pcnt,europe_pcnt,america_pcnt,population
מסדה,263,1937,2,מחוז הצפון,22,נפת כנרת,221,כינרות,,ללא שיוך למטרופולין,330,קיבוץ,6,מועצה אזורית עמק הירדן,3.4,1,יהודים,92,21.4,65,13.6,25.9,61.4,12.7,16.7,68.8,14.5,639.9,29,27,34,40.5,59.5,40.9,59.1,40,60,75.2,24.8,43.2,20,24,12.8,42.7,5.5,8.5,37.4,5.9,500
מסילות,298,1938,2,מחוז הצפון,23,נפת יזרעאל,231,עמק בית שאן,,ללא שיוך למטרופולין,330,קיבוץ,7,מועצה אזורית עמק המעיינות,4.9,1,יהודים,99.4,21.7,61.2,17.2,20.7,63,16.3,22.6,59.4,18,709,37,33,38,43.5,56.5,45.2,54.8,41.9,58.1,74.9,25.1,43.8,42.1,11.3,2.9,37.4,2.8,7.8,32.8,19.1,500
מעגן,678,1949,2,מחוז הצפון,22,נפת כנרת,221,כינרות,,ללא שיוך למטרופולין,330,קיבוץ,6,מועצה אזורית עמק הירדן,3.4,1,יהודים,89.9,22.3,67,10.7,23.7,67.8,8.5,20.9,66.2,12.9,604.9,30,28,31,43.7,56.3,43.6,56.4,43.9,56.1,80.2,19.8,58.2,19.7,7.6,14.5,45.7,13.2,11,27.7,2.5,500
מעוז חיים,272,1937,2,מחוז הצפון,23,נפת יזרעאל,231,עמק בית שאן,,ללא שיוך למטרופולין,330,קיבוץ,7,מועצה אזורית עמק המעיינות,4.5,1,יהודים,94.9,26,58.4,15.6,25.9,57.4,16.6,26.1,59.4,14.5,823.6,35,33,37,50.4,49.6,50,50,50.9,49.1,84,16,51,22.7,18.7,7.6,50.2,7.7,6.3,30.9,4.9,500
מעון,3657,1981,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,320,מושב שיתופי,78,מועצה אזורית הר חברון,3.4,1,יהודים,100,48.1,51.9,,59.2,40.8,,37.2,62.8,,1140.9,18,12,20,67.5,32.5,86.3,13.7,55.2,44.8,93.3,6.7,,37.5,43.8,18.8,69,3.1,9.1,12,6.9,500
מעלה גלבוע,1127,1962,2,מחוז הצפון,23,נפת יזרעאל,231,עמק בית שאן,,ללא שיוך למטרופולין,330,קיבוץ,7,מועצה אזורית עמק המעיינות,4.6,1,יהודים,100,35,65,,29.3,70.7,,44.1,55.9,,1049.6,19,19,22,49.2,50.8,37.8,62.2,72.1,27.9,89.3,10.7,6.5,51.5,36.1,5.9,58.9,1.7,5,15.4,19,500
מעלה גמלא,4008,1976,2,מחוז הצפון,29,נפת גולן,293,גולן תיכוני,,ללא שיוך למטרופולין,310,מושב,71,מועצה אזורית גולן,3.8,1,יהודים,98.7,27.1,72.3,0.5,27.2,72.3,0.5,27,72.4,0.6,449.4,30,29,30,55.9,44.1,54.2,45.8,57.8,42.2,92.7,7.3,15,55.7,25.7,3.6,60.2,5.7,4.9,24.9,4.4,500
מעלה החמישה,286,1938,1,מחוז ירושלים,11,נפת ירושלים,111,הרי יהודה,,ללא שיוך למטרופולין,330,קיבוץ,26,מועצה אזורית מטה יהודה,3.9,1,יהודים,97.5,21.2,64.1,14.7,21.8,67.1,11.1,20.7,61.4,17.8,662.4,33,30,35,42,58,44.2,55.8,40,60,78.8,21.2,48.2,31.2,15.8,4.9,48.6,6.4,5.9,26,13,500
מעלה עמוס,3653,1981,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,76,מועצה אזורית גוש עציון,2.7,1,יהודים,100,57.2,40.5,2.3,54.8,44,1.2,59.3,37.4,3.2,1773.8,13,14,13,65.5,34.5,67.5,32.5,63.6,36.4,68.8,31.2,,18.9,74.6,6.5,18.4,0.3,5.2,47.3,28.8,500
מצדות יהודה,3745,1983,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,320,מושב שיתופי,78,מועצה אזורית הר חברון,3.9,1,יהודים,100,35.1,64.4,0.5,32.4,67.2,0.4,39.5,59.9,0.6,1248,19,18,22,48.8,51.2,39,61,65.7,34.3,87.1,12.9,11,58.7,23.6,6.6,48.3,3.9,13.9,20.2,13.8,500
מצפה,58,1908,2,מחוז הצפון,22,נפת כנרת,222,גליל תחתון מזרחי,,ללא שיוך למטרופולין,350,יישוב כפרי אחר יהודי,3,מועצה אזורית הגליל התחתון,1.4,1,יהודים,98.8,18.3,72.8,8.9,19.1,71.6,9.3,17.4,74.1,8.4,479.5,35,35,36,52.7,47.3,51.8,48.2,53.6,46.4,86.5,13.5,51.4,25.1,23.5,,56.4,7.4,5.4,29.4,1.4,500
מצפה שלם,3610,1971,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,330,קיבוץ,74,מועצה אזורית מגילות ים-המלח,1.6,1,יהודים,98.3,33.4,65.5,1.1,34.9,64,1.2,32.1,66.9,1.1,577.1,30,31,30,47,53,50.1,49.9,44.4,55.6,89.3,10.7,,69.6,15.2,15.2,46.7,10.8,14.9,19.7,7.9,500
מצר,648,1953,3,מחוז חיפה,32,נפת חדרה,324,אזור חדרה,,ללא שיוך למטרופולין,330,קיבוץ,14,מועצה אזורית מנשה,3.7,1,יהודים,95.4,27.4,60.9,11.8,25.5,64.4,10.1,29.2,57.5,13.3,729.8,35,32,36,53.8,46.2,53.8,46.2,53.8,46.2,76.4,23.6,40.1,53,4.8,2,43.1,4.8,1.8,18,32.2,500
מרגליות,843,1951,2,מחוז הצפון,21,נפת צפת,212,גליל עליון מזרחי,,ללא שיוך למטרופולין,310,מושב,55,מועצה אזורית מבואות החרמון,4.2,1,יהודים,99.1,33.7,59,7.4,33.4,59.4,7.2,34,58.5,7.5,840.1,26,24,27,53.8,46.2,51.4,48.6,56.4,43.6,85.9,14.1,74.5,20.2,5.3,,43.9,43.5,8.9,2.9,0.8,500
מרחב עם,1340,2002,6,מחוז הדרום,62,נפת באר שבע,626,הר הנגב הצפוני,343,"מטרופולין באר שבע, טבעת חיצונית, גזרה דרומית",370,יישוב קהילתי,48,מועצה אזורית רמת נגב,1.4,1,יהודים,100,59.4,40.6,,59.4,40.6,,59.4,40.6,,1462.7,8,9,8,100,,100,,100,,94.8,5.2,,62.2,26.7,11.1,69.5,5.7,14.6,5.9,4.4,500
משגב עם,378,1945,2,מחוז הצפון,21,נפת צפת,212,גליל עליון מזרחי,,ללא שיוך למטרופולין,330,קיבוץ,1,מועצה אזורית הגליל העליון,2.6,1,יהודים,96.1,18.8,71.6,9.6,16.1,73.8,10.1,21.5,69.4,9.1,448.7,29,29,28,35,65,34.3,65.7,35.7,64.3,79.5,20.5,19.5,31.7,32.9,15.8,40.3,5.8,4.4,37.1,12.4,500
משואה,3605,1970,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,310,מושב,75,מועצה אזורית ערבות הירדן,1.3,1,יהודים,100,24.1,73.8,2.1,25.5,71.8,2.7,22.6,76,1.5,393.2,33,33,34,63.5,36.5,61,39,66.3,33.7,78.6,21.4,58.9,28.7,12.4,,38.1,21.1,19.5,14.3,6.9,500
משמר איילון,670,1949,4,מחוז המרכז,43,נפת רמלה,432,אזור רמלה,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",310,מושב,30,מועצה אזורית גזר,3.8,1,יהודים,97.6,23.6,68.5,8,23.6,71.4,5,23.6,65.6,10.9,502.7,32,31,32,60.3,39.7,59.5,40.5,61.1,38.9,82.3,17.7,60.6,20.2,17.6,1.6,44.9,11.9,13.1,26.2,3.9,500
משמר דוד,563,1948,4,מחוז המרכז,43,נפת רמלה,432,אזור רמלה,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",330,קיבוץ,30,מועצה אזורית גזר,1.3,1,יהודים,97.9,21.5,75.5,3,22.3,75.1,2.6,20.3,76.1,3.6,390,30,28,34,49.9,50.1,44.1,55.9,57.7,42.3,79,21,18.3,68.9,12.8,,37.7,10.4,7.4,35.6,9,500
משמר השרון,194,1933,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",330,קיבוץ,16,מועצה אזורית עמק חפר,4.2,1,יהודים,94.5,19.7,65.9,14.4,22.3,63.3,14.4,17.1,68.6,14.4,598.3,35,32,37,47.6,52.4,49.1,50.9,46.1,53.9,79.5,20.5,52.6,29.4,7.9,10,43.5,4.9,4.4,39.4,7.8,500
משמרות,213,1933,3,מחוז חיפה,32,נפת חדרה,324,אזור חדרה,,ללא שיוך למטרופולין,330,קיבוץ,14,מועצה אזורית מנשה,2.9,1,יהודים,99.2,22.6,65.6,11.8,26.7,60.9,12.4,18.4,70.4,11.2,600.8,35,35,35,52.2,47.8,53.4,46.6,51.2,48.8,84.2,15.8,40.1,52.4,5,2.5,48.7,9.1,10.4,24.2,7.7,500
מתת,1184,1979,2,מחוז הצפון,24,נפת עכו,244,אזור אילון,,ללא שיוך למטרופולין,370,יישוב קהילתי,52,מועצה אזורית מעלה יוסף,1.7,1,יהודים,99.4,34.7,62.9,2.4,34,63.5,2.5,35.4,62.3,2.3,713.5,27,27,28,47.2,52.8,48.5,51.5,46,54,94.6,5.4,11.1,88.9,,,63.6,8,5,18.3,5.1,500
מתתיהו,3648,1981,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,320,מושב שיתופי,73,מועצה אזורית מטה בנימין,4.5,1,יהודים,100,63.7,33.5,2.8,72.1,25.4,2.5,48.8,47.9,3.3,2489.4,16,15,18,38.5,61.5,28.6,71.4,57.1,42.9,66.5,33.5,1.2,31.7,55.5,11.7,25.3,0.6,5.7,15.2,53.1,500
נאות גולן,4551,1967,2,מחוז הצפון,29,נפת גולן,294,גולן דרומי,,ללא שיוך למטרופולין,310,מושב,71,מועצה אזורית גולן,4,1,יהודים,95.5,30.6,68.4,1,38.6,60.4,1,22,77,1.1,537,30,29,31,61.1,38.9,65.1,34.9,57.6,42.4,82.8,17.2,23.2,32.6,42.5,1.7,47.3,8.8,11.2,24.8,7.9,500
נאות הכיכר,1124,1961,6,מחוז הדרום,62,נפת באר שבע,624,אזור ים המלח,342,"מטרופולין באר שבע, טבעת חיצונית, גזרה מזרחית",310,מושב,51,מועצה אזורית תמר,4.1,1,יהודים,95,30,68.5,1.5,30.4,67.4,2.2,29.5,69.7,0.8,505.4,31,30,34,62.9,37.1,58.6,41.4,67.9,32.1,84.9,15.1,52.9,31.8,15.2,,44.3,10,17.7,23.3,4.7,500
נאות סמדר,1197,1982,6,מחוז הדרום,62,נפת באר שבע,627,הר הנגב הדרומי,,ללא שיוך למטרופולין,330,קיבוץ,53,מועצה אזורית חבל אילות,1.8,1,יהודים,97,29.7,68,2.3,34.4,63.2,2.5,25.5,72.3,2.2,509.3,29,29,32,34,66,37.9,62.1,30.9,69.1,91,9,39.6,47.2,6.6,6.6,52.1,4.8,7.2,30.2,5.7,500
נגוהות,3724,1999,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,78,מועצה אזורית הר חברון,1.9,1,יהודים,100,58.6,40.6,0.8,63.4,35.9,0.7,52.8,46.3,0.9,1496.8,8,8,9,90.2,9.8,90.6,9.4,89.9,10.1,97.3,2.7,,30.4,39.3,30.4,74.2,4.1,6.5,12.3,2.9,500
נוגה,55,1955,6,מחוז הדרום,61,נפת אשקלון,612,אזור לכיש,,ללא שיוך למטרופולין,310,מושב,50,מועצה אזורית לכיש,4.3,1,יהודים,99.6,25.8,59.8,14.5,25.6,61.2,13.2,26,58,16,705.1,33,34,31,60.4,39.6,53.4,46.6,68.9,31.1,78.2,21.8,88.9,6.6,2.5,2,32.7,53.8,9.8,2.6,1,500
נווה אור,590,1949,2,מחוז הצפון,23,נפת יזרעאל,231,עמק בית שאן,,ללא שיוך למטרופולין,330,קיבוץ,7,מועצה אזורית עמק המעיינות,3.3,1,יהודים,93.7,25.7,70,4.3,28.3,67.2,4.5,22.5,73.4,4.1,485.9,34,31,37,56.3,43.7,52.9,47.1,60.2,39.8,86.2,13.8,21.5,47.4,23.5,7.6,46.6,9.8,9.7,30.5,3.4,500
"נווה אטי""ב",4303,1972,2,מחוז הצפון,29,נפת גולן,291,אזור החרמון,,ללא שיוך למטרופולין,310,מושב,71,מועצה אזורית גולן,1.3,1,יהודים,99.7,24.2,75.1,0.7,24,76,,24.4,74.3,1.3,365.2,36,38,33,54.4,45.6,57.6,42.4,51.6,48.4,75.4,24.6,28.1,60.8,9.3,1.8,33.4,5,23.9,31.5,6.2,500
נווה אילן,405,1946,1,מחוז ירושלים,11,נפת ירושלים,111,הרי יהודה,,ללא שיוך למטרופולין,320,מושב שיתופי,26,מועצה אזורית מטה יהודה,3.8,1,יהודים,99.1,24.3,67.3,8.4,22.8,69.4,7.8,25.5,65.5,9,545.2,32,32,31,55.4,44.6,60.5,39.5,51.2,48.8,75.5,24.5,14.5,68.8,12.6,4,34.3,6.6,18.4,16.1,24.6,500
נווה איתן,296,1938,2,מחוז הצפון,23,נפת יזרעאל,231,עמק בית שאן,,ללא שיוך למטרופולין,330,קיבוץ,7,מועצה אזורית עמק המעיינות,3.7,1,יהודים,87.6,31.5,54,14.5,28.3,56.4,15.2,34.3,51.8,13.9,1060.6,29,27,31,44.2,55.8,44,56,44.5,55.5,82.1,17.9,41.2,28.5,26.4,3.9,45.3,9.2,9,32.2,4.3,500
נווה זוהר,1057,1972,6,מחוז הדרום,62,נפת באר שבע,624,אזור ים המלח,342,"מטרופולין באר שבע, טבעת חיצונית, גזרה מזרחית",350,יישוב כפרי אחר יהודי,51,מועצה אזורית תמר,0.9,1,יהודים,76.4,27.2,66.3,6.6,30.5,62.6,6.9,23.3,70.6,6.1,654.8,32,37,30,34.1,65.9,28.2,71.8,41,59,72.8,27.2,27.1,58.9,9.5,4.5,28,11.1,33.6,26,1.3,500
נווה חריף,1279,1987,6,מחוז הדרום,62,נפת באר שבע,627,הר הנגב הדרומי,,ללא שיוך למטרופולין,330,קיבוץ,53,מועצה אזורית חבל אילות,1.3,1,יהודים,93,47.3,52.7,,47.3,52.7,,47.3,52.7,,933.5,20,20,21,65.3,34.7,71.4,28.6,60.4,39.6,94,6,,51.9,48.1,,50.9,6,23,20,,500
נווה ים,312,1939,3,מחוז חיפה,32,נפת חדרה,321,חוף הכרמל,223,"מטרופולין חיפה, טבעת פנימית, גזרה דרומית",330,קיבוץ,15,מועצה אזורית חוף הכרמל,1.6,1,יהודים,98.8,15.9,76.6,7.5,15.5,75.4,9.1,16.3,77.6,6.1,353.2,33,35,30,44.1,55.9,47.8,52.2,40.7,59.3,82.2,17.8,42.7,36.6,19,1.7,43.7,7.1,16.3,27.5,5.3,500
נווה מיכאל,1071,1958,1,מחוז ירושלים,11,נפת ירושלים,112,שפלת יהודה,,ללא שיוך למטרופולין,310,מושב,26,מועצה אזורית מטה יהודה,4.6,1,יהודים,100,23.3,68.3,8.4,21.5,70.5,8,25.6,65.5,8.9,540.4,33,34,32,42.8,57.2,38.2,61.8,48.6,51.4,78,22,40.1,50.9,9,,33.5,31.1,28.6,5.7,1.1,500
נווה שלום,1259,1983,1,מחוז ירושלים,11,נפת ירושלים,112,שפלת יהודה,,ללא שיוך למטרופולין,350,יישוב כפרי אחר יהודי,26,מועצה אזורית מטה יהודה,2.2,1,יהודים,44.7,36.9,62.5,0.5,35.7,63.3,1,38.3,61.7,,745.9,25,24,28,56.9,43.1,53.5,46.5,60.7,39.3,87.8,12.2,29.9,49.9,20.1,,51.7,6.2,15.3,20,6.8,500
נועם,15,1955,6,מחוז הדרום,61,נפת אשקלון,612,אזור לכיש,,ללא שיוך למטרופולין,310,מושב,34,מועצה אזורית שפיר,3.5,1,יהודים,98.3,27.6,61.8,10.6,27.7,65.1,7.2,27.5,58.3,14.2,647.3,32,32,32,55.9,44.1,53.8,46.2,58,42,76.9,23.1,91.5,7.5,1,,32.7,2.1,64,1.2,,500
נופים,3790,1987,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,350,יישוב כפרי אחר יהודי,72,מועצה אזורית שומרון,4,1,יהודים,96.2,32.1,59,8.9,33.6,57.5,9,30.8,60.5,8.7,766.7,33,35,32,60.1,39.9,63.4,36.6,57.2,42.8,75.5,24.5,30.7,29,38.2,2.1,38.4,19.1,12.3,27.4,2.9,500
נופך,257,1949,4,מחוז המרכז,42,נפת פתח תקווה,422,אזור פתח תקווה,142,"מטרופולין תל אביב, טבעת חיצונית, גזרה מזרחית",370,יישוב קהילתי,25,מועצה אזורית חבל מודיעין,4,1,יהודים,99.7,35.9,56.5,7.6,37.6,55.3,7.1,34.4,57.5,8.1,898.7,28,30,28,54.2,45.8,56.2,43.8,52.3,47.7,81.5,18.5,54.6,39.5,5.9,,43.7,7.1,38.6,9.6,1,500
נחושה,59,1982,1,מחוז ירושלים,11,נפת ירושלים,112,שפלת יהודה,,ללא שיוך למטרופולין,310,מושב,26,מועצה אזורית מטה יהודה,2.4,1,יהודים,100,40.7,59.3,,36.4,63.6,,45.2,54.8,,898.5,20,22,20,57.2,42.8,53.4,46.6,61.6,38.4,89.9,10.1,34.8,42.3,10.3,12.6,54.8,19.4,8.4,10.9,6.5,500
נחל עוז,844,1951,6,מחוז הדרום,61,נפת אשקלון,614,אזור אשקלון,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",330,קיבוץ,37,מועצה אזורית שער הנגב,3.2,1,יהודים,97.9,26.4,59.8,13.9,29.4,58,12.6,23.1,61.7,15.2,777.7,31,30,31,46,54,46.6,53.4,45.3,54.7,84,16,35.4,30.2,30.9,3.5,43.3,4.8,15.1,26.8,10,500
נחלה,2045,1953,6,מחוז הדרום,61,נפת אשקלון,611,אזור מלאכי,,ללא שיוך למטרופולין,310,מושב,35,מועצה אזורית יואב,4.3,1,יהודים,100,27.7,64.5,7.8,26.8,66,7.2,28.5,63.1,8.3,728.4,29,31,27,54.7,45.3,56.9,43.1,52.6,47.4,87.2,12.8,94.8,3.6,1.6,,47.6,48.2,3.5,0.6,,500
נחליאל,3767,1984,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,73,מועצה אזורית מטה בנימין,3.9,1,יהודים,99.5,56.7,41,2.3,55.2,42.8,2.1,58.2,39.4,2.5,1551.7,13,14,13,70.1,29.9,70.5,29.5,69.8,30.2,89.6,10.4,9.7,48.6,41.6,,55.7,5.5,13.5,11.6,13.7,500
נחם,809,1950,1,מחוז ירושלים,11,נפת ירושלים,112,שפלת יהודה,,ללא שיוך למטרופולין,310,מושב,26,מועצה אזורית מטה יהודה,4.6,1,יהודים,95.8,32.5,58.8,8.7,32.9,59.1,8,32,58.6,9.4,783.2,29,30,28,60.4,39.6,62.6,37.4,58.3,41.7,84.5,15.5,88.1,9,2.8,,47,42.7,7.1,1.9,1.2,500
נחשולים,433,1948,3,מחוז חיפה,32,נפת חדרה,321,חוף הכרמל,243,"מטרופולין חיפה, טבעת חיצונית, גזרה דרומית",330,קיבוץ,15,מועצה אזורית חוף הכרמל,3.7,1,יהודים,95.2,19.8,63.3,17,23.1,59.5,17.4,16.8,66.6,16.6,634.1,40,39,40,52.4,47.6,58.1,41.9,47.7,52.3,80.4,19.6,66.6,19.4,14,,42.2,12.8,6.4,34,4.6,500
נחשון,777,1950,1,מחוז ירושלים,11,נפת ירושלים,112,שפלת יהודה,,ללא שיוך למטרופולין,330,קיבוץ,26,מועצה אזורית מטה יהודה,4.8,1,יהודים,97.1,23.7,63.7,12.7,22.8,65.6,11.6,24.6,61.7,13.7,625.2,33,32,33,48.7,51.3,47.1,52.9,50.4,49.6,76.4,23.6,38.1,34.2,25.8,1.9,39.4,5.8,17.9,30.4,6.5,500
נחשונים,705,1949,4,מחוז המרכז,42,נפת פתח תקווה,422,אזור פתח תקווה,142,"מטרופולין תל אביב, טבעת חיצונית, גזרה מזרחית",330,קיבוץ,20,מועצה אזורית דרום השרון,3.3,1,יהודים,99.7,33.9,56.3,9.8,37.3,54.4,8.3,30.6,58.1,11.3,823.5,32,27,33,52,48,53.7,46.3,50.5,49.5,79.3,20.7,40.1,43.9,11.8,4.3,44.3,6.4,16.7,23.2,9.4,500
נטועה,1147,1966,2,מחוז הצפון,24,נפת עכו,244,אזור אילון,,ללא שיוך למטרופולין,310,מושב,52,מועצה אזורית מעלה יוסף,2.4,1,יהודים,100,25.8,63.8,10.3,26.9,60.5,12.6,24.6,67.6,7.9,641.2,35,35,37,66.9,33.1,64.4,35.6,69.6,30.4,72.7,27.3,89.4,10.6,,,38,19.5,38.3,3.5,0.7,500
נטור,4014,1980,2,מחוז הצפון,29,נפת גולן,294,גולן דרומי,,ללא שיוך למטרופולין,330,קיבוץ,71,מועצה אזורית גולן,1.7,1,יהודים,97.3,47.1,52.9,,50.1,49.9,,44,56,,971.4,20,15,26,75.2,24.8,76.4,23.6,74.1,25.9,91.7,8.3,,20.5,79.5,,58.8,9.2,6.6,12.6,12.8,500
נטעים,174,1932,4,מחוז המרכז,44,נפת רחובות,442,אזור ראשון לציון,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",310,מושב,27,מועצה אזורית גן רווה,4.2,1,יהודים,99.5,33.2,57.3,9.5,34.3,57.3,8.4,32.1,57.4,10.5,792.9,34,34,34,66.4,33.6,66.2,33.8,66.6,33.4,88.1,11.9,52.7,26,7.9,13.4,55.1,6.2,7.9,25.4,5.3,500
נטף,1254,1982,1,מחוז ירושלים,11,נפת ירושלים,111,הרי יהודה,,ללא שיוך למטרופולין,370,יישוב קהילתי,26,מועצה אזורית מטה יהודה,3.1,1,יהודים,97.6,24.9,73.7,1.4,27.2,71.7,1.1,22.4,75.8,1.8,531,25,24,27,40.9,59.1,39.2,60.8,42.7,57.3,86.9,13.1,29,58.2,9,3.8,49.6,1.5,5.1,30,13.9,500
ניצני סיני,1280,1986,6,מחוז הדרום,62,נפת באר שבע,626,הר הנגב הצפוני,333,"מטרופולין באר שבע, טבעת תיכונה, גזרה דרומית",310,מושב,48,מועצה אזורית רמת נגב,2.2,1,יהודים,90.9,42.2,57.8,,39.9,60.1,,44.5,55.5,,850,23,23,20,62.5,37.5,59.8,40.2,65.5,34.5,88.5,11.5,8.8,56.5,17.3,17.4,54.3,4.4,18.1,12.8,10.3,500
ניצנים,359,1943,6,מחוז הדרום,61,נפת אשקלון,614,אזור אשקלון,,ללא שיוך למטרופולין,330,קיבוץ,36,מועצה אזורית חוף אשקלון,4.1,1,יהודים,98.4,17,68.3,14.6,17.9,67.9,14.2,16.1,68.7,15.1,523.4,35,32,38,47.7,52.3,47.3,52.7,48,52,67.8,32.2,32.3,54.3,10.2,3.2,30.4,2.5,4,18,45.1,500
ניר אליהו,808,1950,4,מחוז המרכז,42,נפת פתח תקווה,421,דרום השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",330,קיבוץ,20,מועצה אזורית דרום השרון,3.6,1,יהודים,98.8,18.9,65.7,15.4,19.8,65.2,15,18,66.2,15.7,578.2,33,32,35,54.5,45.5,54.4,45.6,54.6,45.4,77.4,22.6,40.9,31.2,22.9,5.1,40.1,9.9,14.3,29.2,6.5,500
"ניר ח""ן",11,1955,6,מחוז הדרום,61,נפת אשקלון,612,אזור לכיש,,ללא שיוך למטרופולין,310,מושב,50,מועצה אזורית לכיש,4.2,1,יהודים,98.7,33,59.9,7.2,31.2,60.8,8,34.8,58.9,6.4,762.1,32,32,32,60.8,39.2,58.4,41.6,63.3,36.7,77.2,22.8,47.8,41.4,7.4,3.5,38.3,19.6,21.7,18.5,1.8,500
ניר משה,2047,1953,6,מחוז הדרום,62,נפת באר שבע,621,אזור גרר,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",310,מושב,42,מועצה אזורית מרחבים,4.7,1,יהודים,97.9,34.8,59.1,6.1,33.9,59.9,6.2,35.7,58.2,6.1,799.3,30,29,30,61.2,38.8,60.8,39.2,61.6,38.4,85.6,14.4,68.2,23.5,5,3.3,46.7,13.3,24.1,11.2,4.6,500
ניר עוז,69,1955,6,מחוז הדרום,62,נפת באר שבע,622,אזור בשור,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",330,קיבוץ,38,מועצה אזורית אשכול,3,1,יהודים,97.4,24,66.3,9.8,21.8,68.2,9.9,25.8,64.6,9.6,545.2,36,35,36,58.5,41.5,62.3,37.7,55.1,44.9,77.6,22.4,32.1,27,30,10.9,37.9,6.9,7.6,29.3,18.3,500
ניר עם,348,1943,6,מחוז הדרום,61,נפת אשקלון,614,אזור אשקלון,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",330,קיבוץ,37,מועצה אזורית שער הנגב,4.4,1,יהודים,96.7,20.3,62.7,17,17.4,63.8,18.8,23,61.6,15.4,648.4,35,42,29,45.4,54.6,45.8,54.2,44.9,55.1,72.4,27.6,59.8,34.9,5.3,,35.6,5.6,14,32.2,12.6,500
ניר עקיבא,2048,1953,6,מחוז הדרום,62,נפת באר שבע,621,אזור גרר,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",310,מושב,42,מועצה אזורית מרחבים,3.1,1,יהודים,99.4,34.3,57.2,8.5,29.7,60.6,9.7,38.7,54,7.3,819.3,32,34,30,64,36,62.9,37.1,65.2,34.8,80.4,19.6,59.4,26,14.6,,47.4,15.7,19.5,9.6,7.7,500
נירים,602,1949,6,מחוז הדרום,62,נפת באר שבע,622,אזור בשור,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",330,קיבוץ,38,מועצה אזורית אשכול,3.1,1,יהודים,98.5,21.8,59.3,19,23.2,60,16.8,20.2,58.5,21.3,740.3,39,36,44,57.8,42.2,57.1,42.9,58.5,41.5,74.1,25.9,40.6,36.7,14.4,8.2,40.5,7,5.4,25.7,21.3,500
נירן,3620,1977,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,330,קיבוץ,75,מועצה אזורית ערבות הירדן,0.5,1,יהודים,98,10,88,2,,96.4,3.6,22.7,77.3,,162.8,27,27.5,26.5,17.4,82.6,14.3,85.7,22.2,77.8,85.7,14.3,14.3,57.1,28.6,,57.1,4.1,6.1,20.4,12.2,500
